,beer/name,beer/beerId,beer/brewerId,beer/ABV,beer/style,review/appearance,review/aroma,review/palate,review/taste,review/overall,review/time,review/profileName,review/text
729,Hopportunity Knocks,56071,1075,6.8,American IPA,4,2,4,4,4,1314669662,nc41,"Pours nice, great head retention, no nose at all. Nice 1st hit bitter followed by what I thought would be a little sweet malty finish. Wrong at death a killer long lasting bitter hit on the back of the tounge. The finish lasts forever. Overall not a killer IPA, but certinly a very tasty drinkable brew that's a lot different than Caldera IPA. I like it, worth a try, if you like IPA's."
730,Hopportunity Knocks,56071,1075,6.8,American IPA,4,3.5,4.5,3.5,4,1314460181,flexabull,"Pours a nice clear and bright amber color with a decent head, and a bit of lacing.		Aromas are pine like, earthy, pungent and resiny. Smells a bit funky, but not bad.		Taste is crisp, biting, with some sharp brewed tea flavors up front. Hint of hard candy sweetness, and light creamy malt flavors. Finish is bitter, earthy, grassy, and dry.		Mouthfeel is very good. Very full, smooth, and nicely carbonated.		Overall, an interesting and tasty beer. A but different than most IPAs brewed on the West Coast, unique, and rough around the edges, but I like it."
731,Hopportunity Knocks,56071,1075,6.8,American IPA,4,3.5,3.5,3,3,1314397307,FanofHefe,"Bomber poured into a Duvel tulip. No dating on the bottle or label. Clear, amber body with red highlights. Darker than I would have expected for an IPA. One-finger tan head that sticks around for a while and leaves a smattering of lacing around the glass.		The first aroma is definitely from the hops - piney and grassy. But, the predominant aroma as I go down the glass is the malt. Definite predominant caramel and maple malt aroma.		Well, I'm a little disappointed in the flavor. The hops are definitely taking a back seat to the malt. No doubt, there are hops in the blend, but the malt is more forward, so it does follow the aroma fairly closely.		The mouthfeel is of a medium thickness. Of course, with no dating, this bottle could be older with faded hops, but I'll never know. Average IPA at best."
732,Hopportunity Knocks,56071,1075,6.8,American IPA,4,3,3.5,3,3,1314048849,Tilley4,"This one is eclipsed by the regular Caldera IPA that comes in a can unfortunately... I was looking for a more pronounced citrus bitterness and this was more floral and fragrant in nature... A different animal altogether and this somehow missed the mark for me... A fairly average brew with just a nint of hops to it and this bottle should be pretty fresh... This wasn't bad, mind you, but it just tasted and felt rather run of the mill to me..."
733,Hopportunity Knocks,56071,1075,6.8,American IPA,4,4,4,3.5,4,1311721690,Knapp85,"This beer poured out as a nice golden color, almost copper. The head was fluffy and white, left behind a strong lacing too. The smell of the beer was floral and citrusy. The taste of the beer has a sweet bitterness, plenty of citrusy grapefruit flavors and a touch of malt in the back end. The mouthfeel has a good bite to it, with a dry aftertaste. Overall it's a good IPA, I am glad I tried it for sure."
734,Hopportunity Knocks,56071,1075,6.8,American IPA,4,3.5,4,3.5,3.5,1311117145,brentk56,"Appearance: Pours a hazy amber color with a sturdy inch of a head that leaves a few shards behind		Smell: Malt forward, with caramel and nuts backed up by piney hops		Taste: Caramel and nut flavors, up front, with a burgeoning piney character that takes over by mid-palate; after the swallow, the malts return to add more sweetness to the profile while the hops turn a bit metallic		Mouthfeel: Medium to full body with moderate carbonation; a tad sticky		Overall: More malt forward than I like my IPAs, still a well-constructed beer for those who prefer a big malt IPA		Thanks, PretzelCity, for the (h)opportunity"
735,Hopportunity Knocks,56071,1075,6.8,American IPA,3.5,3,3.5,3,3,1309310405,TheWhiskerReview,"Pours a brilliant ruby with a 1-finger offwhite head. Solid ring of retention and moderate lace.		With obvious nods from the ruby color, this has a much more roasty character to the malt- toasted grain and apricot aromas- while the bigtime hops add a lot of floral, grapefruity tones as well as a faint touch of cheesy pungency. Unfortunately, with the darker roast on the malt making a bigger overall impression on the aroma profile, the beer seems to be having an identity crisis- losing complexity in the process.		The palate mostly mirrors the nose, with the bigger malt character bumping elbows with the hoppiness. Starts medium bodied and creamy, with an instant blast of hop bitterness- flavors of apricot, toasted grain and red grapefruit- while the toastiness and bitterness roll right on through the finish.		If there's such a style as a Red IPA, then maybe this clears the bar. But as a standard IPA, this completely misses for me. Plainly stated, IPAs should scream hops, and I really don't like it when the malt tries to turn it into a screaming match. That extra roastiness just overpowered any sort of subtlty to the drink."
736,Hopportunity Knocks,56071,1075,6.8,American IPA,3.5,3.5,3.5,4,3.5,1309057163,NorCalYeti,"taste- caramel, grains, nutty maltiness, resiny hoppiness, black pepper		color- orange amber		clarity- clear		smell- malt, caramel, perfumy hops, sour notes		body- medium weight on the palate, hoppy bite at the front of the mouth, soft feel		appearance- thin, slightly off-white head with very little carbonation and lace retention		overall impression- average beer, website says it is a larger version of their ipa, slightly above average		notes and comments- website says 100+ ibus...to me, the beer didn't show it		beer spy- ashland or, june 2011, 22oz		glassware: pint"
737,Hopportunity Knocks,56071,1075,6.8,American IPA,3.5,3,2,2,2,1306967955,Alieniloquium,"650 mL bottle poured into a pint glass.		Appearance - Purs a murky amber with a sizable head. Lacing is minimal once the head dissipates. Doesn't look bad.		Smell - Some citrus hops. Not overwhelming. There's a background smell that reminds me of homebrew. Like a musty smell.		Taste - Taste is initially hoppy, but not all that hoppy. Behind that is a nutty maltiness, maybe with a hint of spiciness. Finally, however, is an awful grassy bitterness that renders the beer just about undrinkable. It coats the mouth and doesn't go away.		Mouthfeel - Medium bodied with medium carbonation. After the hops and malt it dries out quickly, leaving the bitterness just hanging. It emphasizes the awful flavor.		Overall - The first half of the flavor is decent, but the finish is very bad. My brother-in-law and I both drainpoured our glasses once I finished the review."
738,Hopportunity Knocks,56071,1075,6.8,American IPA,4,3.5,3.5,3,3,1305780859,mactrail,"Attractive amber in the tulip glass with very nice head and lacing. Modest aroma. Initial taste is promising. A touch of sweet malt but mostly it's the heavy hand of hops. Sharp and acidic on the palate. Some aromatics with a flowery touch, but mostly just bitter. Aftertaste goes on and on. Unrelieved bitterness with not much interest to go with it.		Not very drinkable. I am trying to find something good to say about this beer, since it's clean and well made. But for IPA lovers, it's definitely in the zone."
739,Hopportunity Knocks,56071,1075,6.8,American IPA,4,3,4,3,3.5,1301344172,beagle75,"Poured from a bomber into a shaker pint glass.		A: Clear, light reddish-amber color with one finger of lofty off-white foam head. Moderate lacing remains on the glass.		S: A faint combination of floral and piney hops that also feature some toast and mixed fruit.		T: Begins off-dry, with malt-focused flavors of toasted bread and caramel that increase in sweetness. Hop aromatics are floral but muted. Astringency emerges in the middle as acidity peaks at a moderate level. The finish possesses diminishing qualities encountered earlier, mainly floral hops and esters, with moderate bitterness.		M: Medium viscosity, slightly sticky on the palate, with moderate carbonation.		D: If a brewery that cans most of their product puts a beer in a bottle, does that mean it's special? In this case, the answer is no. It is a very malt-focused IPA that features an underwhelming smell and some rough flavor edges. Ultimately Caldera's standard IPA wins out, with this beer as a hybrid IPA/DIPA that just lacks characteristic abv and hop intensity. This mis-step does little to shake my confidence in Caldera, considering the mastery shown in other beers such as the barrel-aged Mogli or their rauch bock. I do have to question the source of their interest in this particular recipe."
740,Hopportunity Knocks,56071,1075,6.8,American IPA,4,3,3.5,3,3,1298328395,CliffBrake,"Reddish amber with good clarity. Modest head that leaves light lacing. Pretty color, but fairly unusual for an IPA.		Pleasant nose but more malty than hoppy - graham cracker maybe?		Herbal hop character with moderate lingering bitterness. A bit metallic.		Medium bodied. A bit juicy but metallic bitterness builds to dominate the impression."
741,Hopportunity Knocks,56071,1075,6.8,American IPA,4,2,3,2,2,1298042864,ggroller,"The beer looks ok in the glass. A bit hazy with a nice thick head.		It smells like butterscotch with a hint of citrus.		It tastes like butterscotch with a bit of hop bitterness.		The mouthfeel is ok but I can't get past the butterscotch. Am I tasting diacetyl?"
